04.11.2022;62,0955;1,6814;71,1801;0,420872;0,134826;39,5486;8,266;45,558;5,8555;43,8435;3,3358;61,3349
03.11.2022;61,6175;1,6691;70,6137;0,417633;0,132164;39,5091;8,2338;45,2604;5,9526;43,6354;3,3106;61,8277
02.11.2022;61,4275;1,6633;70,7276;0,413014;0,131157;39,4549;8,1805;45,0051;5,9978;43,4516;3,3011;61,8543
01.11.2022;61,6229;1,6685;71,4333;0,415697;0,131955;39,5619;8,2396;45,261;5,9345;43,667;3,3122;61,6722
29.10.2022;61,5343;1,6687;71,2629;0,419743;0,132229;39,8065;8,3028;45,4228;5,9541;43,7748;3,3074;61,8311
28.10.2022;61,3589;1,6623;71,1763;0,41995;0,130185;39,9508;8,2683;45,2332;5,9436;43,6377;3,2983;62,123
27.10.2022;61,4277;1,6655;70,3839;0,414604;0,129888;39,3322;8,143;45,0416;5,9527;43,3934;3,3027;62,2873
26.10.2022;61,3326;1,6609;69,3917;0,411628;0,129686;38,7929;8,1225;44,6965;5,8233;43,1494;3,2975;61,1613
25.10.2022;61,1629;1,6561;68,0498;0,418924;0,129328;38,814;8,0008;44,6021;5,7774;42,8732;3,2899;61,1201
22.10.2022;61,1958;1,6627;69,2675;0,406941;0,130685;38,3392;8,071;44,5741;5,7048;42,8963;3,2927;60,5959
21.10.2022;61,5018;1,6655;69,251;0,410203;0,130819;38,4632;8,0839;44,6344;5,8132;43,0926;3,3096;61,1228
20.10.2022;61,5905;1,6677;69,7328;0,41286;0,130246;38,8759;8,1425;44,7736;5,7981;43,3492;3,3143;61,6028
19.10.2022;61,7032;1,6707;70,5514;0,414394;0,130473;39,0088;8,0793;44,9404;5,8669;43,4958;3,3204;61,9386
18.10.2022;61,7634;1,6724;69,49;0,415691;0,129513;38,4786;8,069;44,5752;5,8302;43,285;3,3249;61,5971
15.10.2022;63,0558;1,7073;70,8558;0,427874;0,131553;39,8954;8,2558;45,6728;5,9332;44,343;3,3933;63,0117
14.10.2022;63,4917;1,7192;70,298;0,432358;0,132858;39,841;8,283;46,0018;5,9707;44,2883;3,4166;63,5616
13.10.2022;63,7559;1,7256;70,6607;0,436147;0,134237;39,9813;8,3331;46,2838;5,9377;44,2842;3,4318;64,0441
12.10.2022;63,684;1,7244;70,3581;0,437;0,13453;39,8025;8,3021;46,444;5,9385;44,2127;3,4285;63,684
11.10.2022;62,3126;1,6872;69,2729;0,429683;0,132007;39,475;8,2075;45,4438;5,8437;43,4567;3,3545;62,4688
08.10.2022;61,2475;1,6583;68,5911;0,422338;0,130661;39,229;8,1181;44,6443;5,734;42,8574;3,2972;61,8474
07.10.2022;60,2534;1,6315;67,7549;0,416748;0,128182;39,3756;8,031;44,1708;5,6976;42,3723;3,2444;61,3266
06.10.2022;59,4043;1,6088;67,7447;0,41273;0,125676;38,5475;7,9001;43,7633;5,6158;41,7165;3,2004;60,5363
05.10.2022;58,7913;1,5947;66,3166;0,406298;0,123638;38,0615;7,7191;43,0327;5,5451;41,1329;3,1683;59,5174
04.10.2022;57,5664;1,5586;64,3017;0,397421;0,120758;37,4297;7,546;41,9978;5,3227;40,0908;3,1058;58,2715
01.10.2022;55,2987;1,4978;61,0166;0,382055;0,115957;35,9552;7,2175;40,3434;5,111;38,5626;2,9858;56,6469
30.09.2022;57,413;1,5545;61,6903;0,397735;0,119763;37,1232;7,3843;42,03;5,3458;39,9062;3,1029;58,4178
29.09.2022;58,4485;1,5919;62,9724;0,404041;0,122047;37,3252;7,5798;42,5823;5,3582;40,3901;3,1649;58,8309
28.09.2022;58,1756;1,5758;62,754;0,402739;0,121867;37,82;7,5461;42,4144;5,4197;40,5292;3,1543;58,8703
27.09.2022;57,999;1,5711;63,2015;0,402771;0,120977;37,682;7,6073;42,7406;5,408;40,4005;3,1544;58,8583
24.09.2022;58,1006;1,5824;65,4503;0,402219;0,120718;38,4858;7,7222;43,1013;5,5406;40,9102;3,1651;59,1897
23.09.2022;59,8318;1,62;67,8074;0,414204;0,125242;39,8899;7,9701;44,6606;5,7703;42,1143;3,2675;61,4731
22.09.2022;60,8685;1,6482;69,4814;0,42358;0,127271;40,581;8,1733;45,6115;5,8626;43,1202;3,327;63,0958
21.09.2022;60,0158;1,625;68,6041;0,419017;0,125677;40,3306;8,0616;45,1654;5,835;42,6673;3,2827;62,1217
20.09.2022;60,1662;1,6291;69,131;0,420684;0,126103;40,2753;8,0533;45,2888;5,8443;42,7529;3,2943;62,213
17.09.2022;60,0316;1,6312;68,9763;0,419743;0,126598;40,2332;8,0659;45,4785;5,8551;42,6119;3,2878;62,2476
16.09.2022;59,6663;1,6156;69,0936;0,416519;0,125902;40,2628;8,0154;45,3185;5,883;42,4339;3,2697;62,1006
15.09.2022;59,7751;1,6185;68,9864;0,413812;0,126254;40,1928;8,1786;45,595;5,9075;42,5143;3,2777;62,2204
14.09.2022;60,0676;1,6264;70,3031;0,421291;0,127265;41,2905;8,2026;46,277;6,1116;43,0191;3,2941;63,1626
13.09.2022;60,4568;1,6369;70,0271;0,423367;0,127721;41,3706;8,1696;46,3804;6,1499;43,2143;3,3154;63,0087
10.09.2022;60,4696;1,6422;69,4856;0,420629;0,126649;41,2886;8,1388;46,1037;6,0857;43,2173;3,316;63,2064
09.09.2022;60,801;1,6475;69,7205;0,42106;0,128516;40,986;8,082;46,1873;6,0371;43,2532;3,3351;62,3216
08.09.2022;61,1814;1,6566;70,536;0,424517;0,129493;41,0588;8,168;46,5647;6,0834;43,3818;3,3577;62,2585
07.09.2022;60,8544;1,6481;70,0252;0,431591;0,128757;41,381;8,1178;46,3794;6,1068;43,3621;3,3397;62,0837
06.09.2022;60,9033;1,649;70,1971;0,434093;0,128904;41,3229;8,1835;46,4167;6,088;43,3599;3,3432;61,9314
03.09.2022;60,3713;1,6348;69,584;0,43107;0,12806;40,9921;8,1208;45,8539;6,0296;43,067;3,3177;61,6097
02.09.2022;60,237;1,6311;70,1038;0,431806;0,127564;41,166;8,0995;45,9439;6,0167;42,9926;3,3121;61,7246
01.09.2022;60,2386;1,632;70,0635;0,434591;0,128687;41,5767;8,1267;46,0681;6,0575;43,1818;3,3132;61,6504
31.08.2022;60,3677;1,6355;71,1856;0,435868;0,128963;41,6839;8,1049;46,4046;6,2038;43,2186;3,3203;62,2476
30.08.2022;60,3636;1,6424;71,386;0,434271;0,128954;41,3974;8,1214;46,4729;6,1862;43,1477;3,3217;62,2755
27.08.2022;60,0924;1,63;71,0653;0,439529;0,129217;41,8063;8,0555;46,45;6,2197;43,2195;3,3085;62,2848
26.08.2022;59,7699;1,6198;70,6361;0,436468;0,129378;41,57;7,9826;46,037;6,1777;42,9505;3,296;62,1115
25.08.2022;59,9974;1,634;71,1089;0,438257;0,127532;41,4282;8,0081;46,2515;6,1875;42,9935;3,3114;62,3414
24.08.2022;59,8963;1,6219;70,6177;0,436308;0,126366;41,1907;8,0546;45,9504;6,0976;42,8719;3,3064;61,9724
23.08.2022;59,7419;1,6177;70,5253;0,435437;0,125395;41,1741;8,0761;45,9871;6,1118;42,8965;3,3019;62,2895
20.08.2022;59,1321;1,61;70,9763;0,433902;0,124243;40,8839;8,0905;45,7396;6,0394;42,6362;3,2879;61,7632
19.08.2022;59,957;1,6293;72,2122;0,444521;0,125907;41,5322;8,1934;46,4351;6,2077;43,3341;3,3389;62,881
18.08.2022;60,7552;1,6466;73,4834;0,452351;0,127482;42,6745;8,2766;47,2178;6,274;44,0415;3,3832;63,8923
17.08.2022;61,4247;1,666;74,201;0,46125;0,128995;43,2307;8,4201;47,5865;6,3197;44,572;3,4206;64,7325
